"","time","S","I","R","Itotal","V1","V2","N","N_per","S_per","I_per","R_per","V1_per","V2_per","Itotal_per"
"70",70,270623184.902017,604.859051374212,1270.64844634983,1952.62062650126,5621015.59339675,19032899.9701589,295278975.973071,100,91.6500011591404,0.000204843250143679,0.000430321340069165,1.90362878863051,6.44573488763884,0.000661279937071897
"71",71,270329116.664295,660.789284809962,1389.74671419867,2135.03424255486,5623915.16361783,19327938.6635576,295283021.027469,100,91.5491570506341,0.000223781673091353,0.00047064904353894,1.90458467406924,6.54556384458002,0.000723046735002161
"72",72,270036662.897883,721.824457456378,1519.84241532546,2334.24199222721,5626620.19360968,19621541.3789155,295287066.137281,100,91.4488624342054,0.000244448382686967,0.000514699961365348,1.90547465123102,6.64490376621957,0.000790499232750683
"73",73,269745814.245211,788.424759668051,1661.93806038969,2551.77041810886,5629144.09450822,19913702.5999681,295291111.302507,100,91.3491141183973,0.000266999150834702,0.000562813439611848,1.9063032644899,6.74375280452237,0.000864154158536365
"74",74,269456561.199443,861.091370800567,1817.12642269318,2789.28313110419,5631499.35292291,20204417.7529898,295295156.523149,100,91.24990886138,0.000291603621589731,0.000615359372665747,1.90707474488544,6.84210943074033,0.000944574629650429
"75",75,269168894.098862,940.370067647954,1986.59856835216,3048.59297249268,5633697.59467108,20493683.1370369,295299201.799206,100,91.1512433690519,0.000318446532167525,0.000672740920479354,1.90779303172713,6.93997241176831,0.00103237426783348
"76",76,268882803.119956,1026.85514690402,2171.65259258106,3331.67524267203,5635749.64411852,20781495.8588662,295303247.13068,100,91.0531142927011,0.000347729040192236,0.000735397464701784,1.90846179270915,7.03734078808481,0.00112822167552993
"77",77,268598278.26914,1121.19368865654,2373.70312346594,3640.68208906095,5637665.57942935,21067853.7721897,295307292.517571,100,90.9555182262077,0.000379670166319996,0.000803807824462956,1.90908444263831,7.13421385316317,0.00123284530430088
"78",78,268315309.373071,1224.0901902168,2594.29165987813,3977.95815356117,5639454.78400704,21352755.420952,295311337.959881,100,90.8584517027664,0.000414508362148662,0.000878493754354455,1.90966416087051,7.23059113424654,0.00134703874935597
"79",79,268033886.067466,1336.31160207216,2835.09781589845,4346.05758856916,5641125.99438934,21636199.9863359,295315383.457609,100,90.7619111911048,0.000452503214165944,0.000960023749086345,1.9102039075452,7.3264723743867,0.00147166650706939
"80",80,267753997.784345,1458.69280044193,3097.95155032661,4747.76255984369,5642687.34484137,21918187.2372192,295319429.010757,100,90.6658930911697,0.000493937295398466,0.00104901718139709,1.91070643870026,7.42185751565327,0.00160767023549634
"81",81,267475633.737625,1592.14253383367,3384.84646657899,5186.10336463629,5644146.4088746,22198717.4838252,295323474.619325,100,90.5703937292501,0.000539118177410705,0.00114614880206935,1.91117432034482,7.51674668342555,0.00175607556132178
"82",82,267198782.906928,1737.64988415642,3697.95427557561,5664.38030444179,5645510.23790369,22477791.5343237,295327520.283315,100,90.4754093525037,0.00058838061637109,0.00125215363337222,1.91160994156177,7.61114017168473,0.00191799948037617
"83",83,266923434.019525,1896.29128636843,4039.64052212964,6186.18746359672,5646785.39723838,22755410.6541547,295331566.002726,100,90.3809361228459,0.000642088928059565,0.00136783228992608,1.91201552670677,7.7050384292293,0.00209465840286765
