"","time","S","I","R","Total"
"174",174,5.95580940083972,0.0174545125191122,94.0267360866411,94.0441905991602
"175",175,5.95551000484164,0.016078213950907,94.0284117812074,94.0444899951583
"176",176,5.95523422983002,0.0148104245628876,94.029955345607,94.0447657701699
"177",177,5.95498021145935,0.013642591284489,94.0313771972561,94.0450197885406
"178",178,5.95474623264686,0.012566834934586,94.0326869324185,94.0452537673531
"179",179,5.95453071192309,0.0115758971707592,94.0338933909061,94.0454692880769
"180",180,5.95433219270651,0.0106630916081409,94.0350047156853,94.0456678072934
"181",181,5.95414933342873,0.00982225878115093,94.0360284077901,94.0458506665712
"182",182,5.95398089844231,0.00904772464687504,94.0369713769107,94.0460191015577
"183",183,5.953825749649,0.00833426235232126,94.0378399879986,94.046174250351
"184",184,5.95368283879098,0.00767705700946095,94.0386401041995,94.046317161209
"185",185,5.9535512003525,0.00707167324196152,94.0393771264055,94.0464487996475
"186",186,5.95342994502323,0.00651402528596856,94.0400560296907,94.0465700549767
"187",187,5.95331825367902,0.00600034944431665,94.0406813968766,94.046681746321
"188",188,5.95321537183862,0.00552717870924953,94.0412574494521,94.0467846281614
"189",189,5.95312060455892,0.00509131938321036,94.0417880760578,94.0468793954411
"190",190,5.95303331173382,0.00468982954061805,94.0422768587255,94.0469666882662
"191",191,5.95295290376464,0.0043199991858592,94.0427270970494,94.0470470962353
"192",192,5.95287883757283,0.00397933197407997,94.043141830453,94.0471211624271
"193",193,5.95281061292771,0.00366552837183066,94.0435238587004,94.0471893870723
"194",194,5.95274776906439,0.00337647014426617,94.0438757607913,94.0472522309356
"195",195,5.95268988156885,0.00311020606450261,94.0441999123666,94.0473101184311
"196",196,5.95263655950907,0.00286493874893079,94.0444985017419,94.0473634404909
"197",197,5.95258744279271,0.00263901252984631,94.0447735446773,94.0474125572073
"198",198,5.95254219973354,0.00243090228372296,94.0450268979826,94.0474578002664
"199",199,5.95250052480987,0.00223920313987723,94.0452602720502,94.0474994751901
"200",200,5.95246213660012,0.00206262100018949,94.0454752423996,94.0475378633999
